title,doi,labels
A novel strategy of tannery sludge disposal – converting into biochar and reusing for Cr(VI) removal from tannery wastewater,10.1016/j.jes.2023.04.014,Tipo de valorización: Aplicaciones ambientales
Amino Acid Enriched Proteinous Wastes: Recovery and Reuse in Leather Making,10.1007/s12649-019-00912-6,Producto: Biomoléculas
Amino Acid Enriched Proteinous Wastes: Recovery and Reuse in Leather Making,10.1007/s12649-019-00912-6,Residuos: Residuos sólidos
Amino Acid Enriched Proteinous Wastes: Recovery and Reuse in Leather Making,10.1007/s12649-019-00912-6,Residuos: Residuos sin cromo
Amino Acid Enriched Proteinous Wastes: Recovery and Reuse in Leather Making,10.1007/s12649-019-00912-6,Tipo de valorización: Valorización biológica
Valorisation of tannery waste and animal by-product for acoustics applications,10.34314/jalca.v116i6.4308,Producto: Materiale
Valorisation of tannery waste and animal by-product for acoustics applications,10.34314/jalca.v116i6.4308,Residuos: Residuos sólidos
Valorisation of tannery waste and animal by-product for acoustics applications,10.34314/jalca.v116i6.4308,Residuos: Residuos con cromo
Valorisation of tannery waste and animal by-product for acoustics applications,10.34314/jalca.v116i6.4308,Tipo de valorización: Reutilización directa
Solid waste collagen-associated fabrication of magnetic hematite nanoparticle@collagen nanobiocomposite for emission-adsorption of dyes,10.1016/j.ijbiomac.2023.124774,Producto: Materiale
Solid waste collagen-associated fabrication of magnetic hematite nanoparticle@collagen nanobiocomposite for emission-adsorption of dyes,10.1016/j.ijbiomac.2023.124774,Residuos: Residuos sólidos
Solid waste collagen-associated fabrication of magnetic hematite nanoparticle@collagen nanobiocomposite for emission-adsorption of dyes,10.1016/j.ijbiomac.2023.124774,Tipo de valorización: Valorización química
Solid waste collagen-associated fabrication of magnetic hematite nanoparticle@collagen nanobiocomposite for emission-adsorption of dyes,10.1016/j.ijbiomac.2023.124774,Tipo de valorización: Aplicaciones ambientales
Utilization of chromium tanned leather waste in cementitious and gypsum composites for sustainable construction materials,10.1007/s43621-025-01040-z,Producto: Materiale
Utilization of chromium tanned leather waste in cementitious and gypsum composites for sustainable construction materials,10.1007/s43621-025-01040-z,Residuos: Residuos sólidos
Utilization of chromium tanned leather waste in cementitious and gypsum composites for sustainable construction materials,10.1007/s43621-025-01040-z,Residuos: Residuos con cromo
Utilization of chromium tanned leather waste in cementitious and gypsum composites for sustainable construction materials,10.1007/s43621-025-01040-z,Tipo de valorización: Reutilización directa
Valorisation of metal-contaminated biomass by hydrothermal liquefaction: The case study of tannery sludge,10.1016/j.fuel.2025.135595,Producto: Energía
Valorisation of metal-contaminated biomass by hydrothermal liquefaction: The case study of tannery sludge,10.1016/j.fuel.2025.135595,Residuos: Residuos sólidos
Valorisation of metal-contaminated biomass by hydrothermal liquefaction: The case study of tannery sludge,10.1016/j.fuel.2025.135595,Residuos: Residuos con cromo
Valorisation of metal-contaminated biomass by hydrothermal liquefaction: The case study of tannery sludge,10.1016/j.fuel.2025.135595,Tipo de valorización: Valorización térmica
Unleashing the potential of leather waste: Biogas generation and cost savings through semi-continuous anaerobic co-digestion,10.1016/j.jclepro.2024.141481,Producto: Energía
Unleashing the potential of leather waste: Biogas generation and cost savings through semi-continuous anaerobic co-digestion,10.1016/j.jclepro.2024.141481,Residuos: Residuos sólidos
Unleashing the potential of leather waste: Biogas generation and cost savings through semi-continuous anaerobic co-digestion,10.1016/j.jclepro.2024.141481,Residuos: Residuos con cromo
Unleashing the potential of leather waste: Biogas generation and cost savings through semi-continuous anaerobic co-digestion,10.1016/j.jclepro.2024.141481,Residuos: Residuos líquidos
Unleashing the potential of leather waste: Biogas generation and cost savings through semi-continuous anaerobic co-digestion,10.1016/j.jclepro.2024.141481,Tipo de valorización: Valorización biológica
High performance leathers finishing through zero waste and metal-free leather wastes valorization,10.1038/s41598-025-03182-6,Producto: Materiale
High performance leathers finishing through zero waste and metal-free leather wastes valorization,10.1038/s41598-025-03182-6,Residuos: Residuos sólidos
High performance leathers finishing through zero waste and metal-free leather wastes valorization,10.1038/s41598-025-03182-6,Residuos: Residuos sin cromo
High performance leathers finishing through zero waste and metal-free leather wastes valorization,10.1038/s41598-025-03182-6,Tipo de valorización: Reutilización directa
Leather shaving dust utilization in brick preparation: Solid waste management in tannery,10.1016/j.conbuildmat.2023.132769,Producto: Materiale
Leather shaving dust utilization in brick preparation: Solid waste management in tannery,10.1016/j.conbuildmat.2023.132769,Residuos: Residuos sólidos
Leather shaving dust utilization in brick preparation: Solid waste management in tannery,10.1016/j.conbuildmat.2023.132769,Residuos: Residuos con cromo
Leather shaving dust utilization in brick preparation: Solid waste management in tannery,10.1016/j.conbuildmat.2023.132769,Tipo de valorización: Valorización térmica
Research on the composite and functional characteristics of leather fiber mixed with nitrile rubber,10.1186/s42825-021-00052-5,Producto: Materiale
Research on the composite and functional characteristics of leather fiber mixed with nitrile rubber,10.1186/s42825-021-00052-5,Residuos: Residuos sólidos
Research on the composite and functional characteristics of leather fiber mixed with nitrile rubber,10.1186/s42825-021-00052-5,Tipo de valorización: Reutilización directa
Influence of preparation techniques of cellulose II nanocrystals as reinforcement for tannery solid waste–based gelatin composite films,10.1007/s11356-022-23058-w,Producto: Materiale
Influence of preparation techniques of cellulose II nanocrystals as reinforcement for tannery solid waste–based gelatin composite films,10.1007/s11356-022-23058-w,Residuos: Residuos sólidos
Influence of preparation techniques of cellulose II nanocrystals as reinforcement for tannery solid waste–based gelatin composite films,10.1007/s11356-022-23058-w,Residuos: Residuos sin cromo
Influence of preparation techniques of cellulose II nanocrystals as reinforcement for tannery solid waste–based gelatin composite films,10.1007/s11356-022-23058-w,Tipo de valorización: Valorización química
Valorization of leather industry waste in polyurethane composites for reduced flammability,10.1007/s10163-022-01533-3,Producto: Materiale
Valorization of leather industry waste in polyurethane composites for reduced flammability,10.1007/s10163-022-01533-3,Residuos: Residuos sólidos
Valorization of leather industry waste in polyurethane composites for reduced flammability,10.1007/s10163-022-01533-3,Residuos: Residuos con cromo
Valorization of leather industry waste in polyurethane composites for reduced flammability,10.1007/s10163-022-01533-3,Tipo de valorización: Reutilización directa
Solvent-free biorefinery of leather fleshing waste into FAMEs and nitrogen-rich co-products,10.1016/j.clet.2025.101065,Producto: Energía
Solvent-free biorefinery of leather fleshing waste into FAMEs and nitrogen-rich co-products,10.1016/j.clet.2025.101065,Residuos: Residuos sólidos
Solvent-free biorefinery of leather fleshing waste into FAMEs and nitrogen-rich co-products,10.1016/j.clet.2025.101065,Residuos: Residuos sin cromo
Solvent-free biorefinery of leather fleshing waste into FAMEs and nitrogen-rich co-products,10.1016/j.clet.2025.101065,Producto: Productos agrícolas
Solvent-free biorefinery of leather fleshing waste into FAMEs and nitrogen-rich co-products,10.1016/j.clet.2025.101065,Tipo de valorización: Valorización química
Recycling of chrome-tanned leather and its utilization as polymeric materials and in polymer-based composites: A review,10.3390/polym13030429,Producto: Materiale
Recycling of chrome-tanned leather and its utilization as polymeric materials and in polymer-based composites: A review,10.3390/polym13030429,Residuos: Residuos sólidos
Recycling of chrome-tanned leather and its utilization as polymeric materials and in polymer-based composites: A review,10.3390/polym13030429,Tipo de valorización: Reutilización directa
Recycling of chrome-tanned leather and its utilization as polymeric materials and in polymer-based composites: A review,10.3390/polym13030429,Tipo de valorización: Valorización química
Effective utilization of tannery hair waste to develop a high-performing re-tanning agent for cleaner leather manufacturing,10.1016/j.jenvman.2021.114029,Producto: Biomoléculas
Effective utilization of tannery hair waste to develop a high-performing re-tanning agent for cleaner leather manufacturing,10.1016/j.jenvman.2021.114029,Residuos: Residuos sólidos
Effective utilization of tannery hair waste to develop a high-performing re-tanning agent for cleaner leather manufacturing,10.1016/j.jenvman.2021.114029,Residuos: Residuos sin cromo
Effective utilization of tannery hair waste to develop a high-performing re-tanning agent for cleaner leather manufacturing,10.1016/j.jenvman.2021.114029,Tipo de valorización: Valorización química
Investigation on pyrolysis and incineration of chrome-tanned solid waste from tanneries for effective treatment and disposal: an experimental study,10.1007/s11356-019-07025-6,Producto: Energía
Investigation on pyrolysis and incineration of chrome-tanned solid waste from tanneries for effective treatment and disposal: an experimental study,10.1007/s11356-019-07025-6,Producto: Materiale
Investigation on pyrolysis and incineration of chrome-tanned solid waste from tanneries for effective treatment and disposal: an experimental study,10.1007/s11356-019-07025-6,Residuos: Residuos sólidos
Investigation on pyrolysis and incineration of chrome-tanned solid waste from tanneries for effective treatment and disposal: an experimental study,10.1007/s11356-019-07025-6,Residuos: Residuos con cromo
Investigation on pyrolysis and incineration of chrome-tanned solid waste from tanneries for effective treatment and disposal: an experimental study,10.1007/s11356-019-07025-6,Tipo de valorización: Valorización térmica
"Potential Utilization of Solid Wastes Generated from Tannery, Garments and Jute Industries for the Production of Composite Board",10.31881/TLR.2022.110,Producto: Materiale
"Potential Utilization of Solid Wastes Generated from Tannery, Garments and Jute Industries for the Production of Composite Board",10.31881/TLR.2022.110,Residuos: Residuos sólidos
"Potential Utilization of Solid Wastes Generated from Tannery, Garments and Jute Industries for the Production of Composite Board",10.31881/TLR.2022.110,Residuos: Residuos con cromo
"Potential Utilization of Solid Wastes Generated from Tannery, Garments and Jute Industries for the Production of Composite Board",10.31881/TLR.2022.110,Tipo de valorización: Reutilización directa
High-value conversion of leather waste: An enhanced protein-based retarder for gypsum construction,10.1016/j.jobe.2025.115085,Producto: Biomoléculas
High-value conversion of leather waste: An enhanced protein-based retarder for gypsum construction,10.1016/j.jobe.2025.115085,Residuos: Residuos sólidos
High-value conversion of leather waste: An enhanced protein-based retarder for gypsum construction,10.1016/j.jobe.2025.115085,Tipo de valorización: Valorización química
Upcycling chrome-tanned leather waste into electrode materials for supercapacitors and high-voltage Li-ion batteries,10.1016/j.est.2026.120397,Producto: Materiale
Upcycling chrome-tanned leather waste into electrode materials for supercapacitors and high-voltage Li-ion batteries,10.1016/j.est.2026.120397,Residuos: Residuos sólidos
Upcycling chrome-tanned leather waste into electrode materials for supercapacitors and high-voltage Li-ion batteries,10.1016/j.est.2026.120397,Residuos: Residuos con cromo
Upcycling chrome-tanned leather waste into electrode materials for supercapacitors and high-voltage Li-ion batteries,10.1016/j.est.2026.120397,Tipo de valorización: Valorización química
Upcycling chrome-tanned leather waste into electrode materials for supercapacitors and high-voltage Li-ion batteries,10.1016/j.est.2026.120397,Tipo de valorización: Valorización térmica
Recovery of Industrially Useful Hair and Fat from Enzymatic Unhairing of Goatskins during Leather Processing,10.34314/jalca.v117i6.4965,Producto: Energía
Recovery of Industrially Useful Hair and Fat from Enzymatic Unhairing of Goatskins during Leather Processing,10.34314/jalca.v117i6.4965,Residuos: Residuos sólidos
Recovery of Industrially Useful Hair and Fat from Enzymatic Unhairing of Goatskins during Leather Processing,10.34314/jalca.v117i6.4965,Residuos: Residuos sin cromo
Recovery of Industrially Useful Hair and Fat from Enzymatic Unhairing of Goatskins during Leather Processing,10.34314/jalca.v117i6.4965,Producto: Productos agrícolas
Recovery of Industrially Useful Hair and Fat from Enzymatic Unhairing of Goatskins during Leather Processing,10.34314/jalca.v117i6.4965,Tipo de valorización: Reutilización directa
Recovery of Industrially Useful Hair and Fat from Enzymatic Unhairing of Goatskins during Leather Processing,10.34314/jalca.v117i6.4965,Tipo de valorización: Valorización biológica
Enzyme-accelerated acid hydrolysis of untanned proteinaceous wastes from tanning industry,10.31881/TLR.2020.13,Producto: Biomoléculas
Enzyme-accelerated acid hydrolysis of untanned proteinaceous wastes from tanning industry,10.31881/TLR.2020.13,Residuos: Residuos sólidos
Enzyme-accelerated acid hydrolysis of untanned proteinaceous wastes from tanning industry,10.31881/TLR.2020.13,Residuos: Residuos sin cromo
Enzyme-accelerated acid hydrolysis of untanned proteinaceous wastes from tanning industry,10.31881/TLR.2020.13,Tipo de valorización: Valorización biológica
Zero waste discharge in tannery industries – An achievable reality? A recent review,10.1016/j.jenvman.2023.117508,Producto: Materiale
Zero waste discharge in tannery industries – An achievable reality? A recent review,10.1016/j.jenvman.2023.117508,Residuos: Residuos sólidos
Zero waste discharge in tannery industries – An achievable reality? A recent review,10.1016/j.jenvman.2023.117508,Residuos: Residuos con cromo
Zero waste discharge in tannery industries – An achievable reality? A recent review,10.1016/j.jenvman.2023.117508,Tipo de valorización: Reutilización directa
Zero waste discharge in tannery industries – An achievable reality? A recent review,10.1016/j.jenvman.2023.117508,Tipo de valorización: Aplicaciones ambientales
Optimum utilization and resource recovery of tannery sludge: a review,10.1007/s13762-022-04483-3,Producto: Materiale
Optimum utilization and resource recovery of tannery sludge: a review,10.1007/s13762-022-04483-3,Residuos: Residuos sólidos
Optimum utilization and resource recovery of tannery sludge: a review,10.1007/s13762-022-04483-3,Residuos: Residuos con cromo
Optimum utilization and resource recovery of tannery sludge: a review,10.1007/s13762-022-04483-3,Tipo de valorización: Reutilización directa
Application of Marine Algae for Bio-tanning System: A Sustainable Leather Manufacture Approach,10.34314/vehwxm45,Producto: Biomoléculas
Application of Marine Algae for Bio-tanning System: A Sustainable Leather Manufacture Approach,10.34314/vehwxm45,Residuos: Residuos sin cromo
Application of Marine Algae for Bio-tanning System: A Sustainable Leather Manufacture Approach,10.34314/vehwxm45,Tipo de valorización: Valorización química
The Effect of the Pyrolysis Temperature of a Leather–Textile Mixture from Post-Consumer Footwear on the Composition and Structure of Carbonised Materials,10.3390/ma17225649,Producto: Materiale
The Effect of the Pyrolysis Temperature of a Leather–Textile Mixture from Post-Consumer Footwear on the Composition and Structure of Carbonised Materials,10.3390/ma17225649,Residuos: Residuos sólidos
The Effect of the Pyrolysis Temperature of a Leather–Textile Mixture from Post-Consumer Footwear on the Composition and Structure of Carbonised Materials,10.3390/ma17225649,Tipo de valorización: Valorización térmica
Sustainable construction materials for low-cost housing: Thermal insulation potential of expanded SBR composites with leather waste,10.1016/j.jmrt.2024.04.234,Producto: Materiale
Sustainable construction materials for low-cost housing: Thermal insulation potential of expanded SBR composites with leather waste,10.1016/j.jmrt.2024.04.234,Residuos: Residuos sólidos
Sustainable construction materials for low-cost housing: Thermal insulation potential of expanded SBR composites with leather waste,10.1016/j.jmrt.2024.04.234,Residuos: Residuos con cromo
Sustainable construction materials for low-cost housing: Thermal insulation potential of expanded SBR composites with leather waste,10.1016/j.jmrt.2024.04.234,Tipo de valorización: Reutilización directa
Conversion of tannery solid waste to an adsorbent for high-efficiency dye removal from tannery wastewater: A road to circular utilization,10.1016/j.chemosphere.2020.127987,Producto: Materiale
Conversion of tannery solid waste to an adsorbent for high-efficiency dye removal from tannery wastewater: A road to circular utilization,10.1016/j.chemosphere.2020.127987,Residuos: Residuos sólidos
Conversion of tannery solid waste to an adsorbent for high-efficiency dye removal from tannery wastewater: A road to circular utilization,10.1016/j.chemosphere.2020.127987,Residuos: Residuos sin cromo
Conversion of tannery solid waste to an adsorbent for high-efficiency dye removal from tannery wastewater: A road to circular utilization,10.1016/j.chemosphere.2020.127987,Tipo de valorización: Valorización térmica
Conversion of tannery solid waste to an adsorbent for high-efficiency dye removal from tannery wastewater: A road to circular utilization,10.1016/j.chemosphere.2020.127987,Tipo de valorización: Aplicaciones ambientales
Harnessing leather waste in polymer matrix for sustainable smart shape-stable phase change materials,10.1002/app.55659,Producto: Materiale
Harnessing leather waste in polymer matrix for sustainable smart shape-stable phase change materials,10.1002/app.55659,Residuos: Residuos sólidos
Harnessing leather waste in polymer matrix for sustainable smart shape-stable phase change materials,10.1002/app.55659,Tipo de valorización: Valorización química
Collagen hydrolyzed extract derived from leather waste as a multifunctional additive for the preparation of granular fertilizer,10.1016/j.scp.2023.101327,Residuos: Residuos sólidos
Collagen hydrolyzed extract derived from leather waste as a multifunctional additive for the preparation of granular fertilizer,10.1016/j.scp.2023.101327,Residuos: Residuos con cromo
Collagen hydrolyzed extract derived from leather waste as a multifunctional additive for the preparation of granular fertilizer,10.1016/j.scp.2023.101327,Producto: Productos agrícolas
Collagen hydrolyzed extract derived from leather waste as a multifunctional additive for the preparation of granular fertilizer,10.1016/j.scp.2023.101327,Tipo de valorización: Valorización química
"Biological Solubilisation of Leather Industry Waste in Anaerobic Conditions: Effect of Chromium (III) Presence, Pre-Treatments and Temperature Strategies",10.3390/ijms232113647,Producto: Energía
"Biological Solubilisation of Leather Industry Waste in Anaerobic Conditions: Effect of Chromium (III) Presence, Pre-Treatments and Temperature Strategies",10.3390/ijms232113647,Residuos: Residuos sólidos
"Biological Solubilisation of Leather Industry Waste in Anaerobic Conditions: Effect of Chromium (III) Presence, Pre-Treatments and Temperature Strategies",10.3390/ijms232113647,Residuos: Residuos con cromo
"Biological Solubilisation of Leather Industry Waste in Anaerobic Conditions: Effect of Chromium (III) Presence, Pre-Treatments and Temperature Strategies",10.3390/ijms232113647,Residuos: Residuos sin cromo
"Biological Solubilisation of Leather Industry Waste in Anaerobic Conditions: Effect of Chromium (III) Presence, Pre-Treatments and Temperature Strategies",10.3390/ijms232113647,Tipo de valorización: Valorización biológica
Biodegradable Anti-Ultraviolet Film from Modified Gallic Acid Cross-linked Gelatin,10.1021/acssuschemeng.1c00085,Producto: Materiale
Biodegradable Anti-Ultraviolet Film from Modified Gallic Acid Cross-linked Gelatin,10.1021/acssuschemeng.1c00085,Residuos: Residuos sólidos
Biodegradable Anti-Ultraviolet Film from Modified Gallic Acid Cross-linked Gelatin,10.1021/acssuschemeng.1c00085,Residuos: Residuos con cromo
Biodegradable Anti-Ultraviolet Film from Modified Gallic Acid Cross-linked Gelatin,10.1021/acssuschemeng.1c00085,Tipo de valorización: Valorización química
Utilization of Chrome Shavings in the Production of Industrial Gelatin,10.21608/EJCHEM.2023.92154.4394,Producto: Biomoléculas
Utilization of Chrome Shavings in the Production of Industrial Gelatin,10.21608/EJCHEM.2023.92154.4394,Residuos: Residuos sólidos
Utilization of Chrome Shavings in the Production of Industrial Gelatin,10.21608/EJCHEM.2023.92154.4394,Residuos: Residuos con cromo
Utilization of Chrome Shavings in the Production of Industrial Gelatin,10.21608/EJCHEM.2023.92154.4394,Tipo de valorización: Valorización química
"Eco-friendly fabrication of biopolymer films from tannery waste, zinc oxide nanoparticles, and crustacean shells: Advancing sustainable circular bio-economy",10.1016/j.rechem.2025.102804,Producto: Materiale
"Eco-friendly fabrication of biopolymer films from tannery waste, zinc oxide nanoparticles, and crustacean shells: Advancing sustainable circular bio-economy",10.1016/j.rechem.2025.102804,Residuos: Residuos sólidos
"Eco-friendly fabrication of biopolymer films from tannery waste, zinc oxide nanoparticles, and crustacean shells: Advancing sustainable circular bio-economy",10.1016/j.rechem.2025.102804,Residuos: Residuos sin cromo
"Eco-friendly fabrication of biopolymer films from tannery waste, zinc oxide nanoparticles, and crustacean shells: Advancing sustainable circular bio-economy",10.1016/j.rechem.2025.102804,Tipo de valorización: Valorización química
